"cat01_code","(F002-24-006)集計項目","area_code","(F002-24-1)全国農業地域・都道府県","unit","value"
"009","気象被害_風水害_被害面積","N0007","東海","ha","17900"
"009","気象被害_風水害_被害面積","N0008","近畿","ha","22100"
"009","気象被害_風水害_被害面積","N0009","中国","ha","12000"
"009","気象被害_風水害_被害面積","N0010","四国","ha","13200"
"009","気象被害_風水害_被害面積","N0011","九州","ha","91200"
"009","気象被害_風水害_被害面積","N0012","沖縄","ha","437"
"009","気象被害_風水害_被害面積","01000","北海道","ha","10200"
"009","気象被害_風水害_被害面積","02000","青森県","ha","77"
"009","気象被害_風水害_被害面積","03000","岩手県","ha","4960"
"009","気象被害_風水害_被害面積","04000","宮城県","ha","7950"
"009","気象被害_風水害_被害面積","05000","秋田県","ha","6050"
"009","気象被害_風水害_被害面積","06000","山形県","ha","742"
"009","気象被害_風水害_被害面積","07000","福島県","ha","13000"
"009","気象被害_風水害_被害面積","08000","茨城県","ha","4020"
"009","気象被害_風水害_被害面積","09000","栃木県","ha","2020"
"009","気象被害_風水害_被害面積","10000","群馬県","ha","2200"
"009","気象被害_風水害_被害面積","11000","埼玉県","ha","403"
"009","気象被害_風水害_被害面積","12000","千葉県","ha","2520"
"009","気象被害_風水害_被害面積","13000","東京都","ha","0"
"009","気象被害_風水害_被害面積","14000","神奈川県","ha","424"
"009","気象被害_風水害_被害面積","15000","新潟県","ha","33600"
"009","気象被害_風水害_被害面積","16000","富山県","ha","3070"
"009","気象被害_風水害_被害面積","17000","石川県","ha","3760"
"009","気象被害_風水害_被害面積","18000","福井県","ha","2210"
"009","気象被害_風水害_被害面積","19000","山梨県","ha","1070"
"009","気象被害_風水害_被害面積","20000","長野県","ha","5340"
"009","気象被害_風水害_被害面積","21000","岐阜県","ha","2700"
"009","気象被害_風水害_被害面積","22000","静岡県","ha","3610"
"009","気象被害_風水害_被害面積","23000","愛知県","ha","3310"
"009","気象被害_風水害_被害面積","24000","三重県","ha","8270"
"009","気象被害_風水害_被害面積","25000","滋賀県","ha","6320"
"009","気象被害_風水害_被害面積","26000","京都府","ha","1710"
"009","気象被害_風水害_被害面積","27000","大阪府","ha","410"
"009","気象被害_風水害_被害面積","28000","兵庫県","ha","12800"
"009","気象被害_風水害_被害面積","29000","奈良県","ha","230"
"009","気象被害_風水害_被害面積","30000","和歌山県","ha","590"
"009","気象被害_風水害_被害面積","31000","鳥取県","ha","1110"
"009","気象被害_風水害_被害面積","32000","島根県","ha","704"
"009","気象被害_風水害_被害面積","33000","岡山県","ha","2420"
"009","気象被害_風水害_被害面積","34000","広島県","ha","3160"
"009","気象被害_風水害_被害面積","35000","山口県","ha","4620"
"009","気象被害_風水害_被害面積","36000","徳島県","ha","2770"
"009","気象被害_風水害_被害面積","37000","香川県","ha","2350"
"009","気象被害_風水害_被害面積","38000","愛媛県","ha","3560"
"009","気象被害_風水害_被害面積","39000","高知県","ha","4510"
"009","気象被害_風水害_被害面積","40000","福岡県","ha","19300"
"009","気象被害_風水害_被害面積","41000","佐賀県","ha","13000"
"009","気象被害_風水害_被害面積","42000","長崎県","ha","13200"
"009","気象被害_風水害_被害面積","43000","熊本県","ha","8110"
"009","気象被害_風水害_被害面積","44000","大分県","ha","1740"
"009","気象被害_風水害_被害面積","45000","宮崎県","ha","12400"
"009","気象被害_風水害_被害面積","46000","鹿児島県","ha","23400"
"009","気象被害_風水害_被害面積","47000","沖縄県","ha","437"
"009","気象被害_風水害_被害面積","N0013","関東農政局","ha","21600"
"009","気象被害_風水害_被害面積","N0014","東海農政局","ha","14300"
"009","気象被害_風水害_被害面積","N0015","中国四国農政局","ha","25200"
"010","気象被害_風水害_被害量","N0001","全国","ｔ","56800"
"010","気象被害_風水害_被害量","N0002","北海道","ｔ","1010"
"010","気象被害_風水害_被害量","N0003","都府県","ｔ","55800"
"010","気象被害_風水害_被害量","N0004","東北","ｔ","7270"
"010","気象被害_風水害_被害量","N0005","北陸","ｔ","4600"
"010","気象被害_風水害_被害量","N0006","関東・東山","ｔ","5760"
"010","気象被害_風水害_被害量","N0007","東海","ｔ","4220"
"010","気象被害_風水害_被害量","N0008","近畿","ｔ","4950"
"010","気象被害_風水害_被害量","N0009","中国","ｔ","2480"
"010","気象被害_風水害_被害量","N0010","四国","ｔ","2820"
"010","気象被害_風水害_被害量","N0011","九州","ｔ","23400"
"010","気象被害_風水害_被害量","N0012","沖縄","ｔ","354"
"010","気象被害_風水害_被害量","01000","北海道","ｔ","1010"
"010","気象被害_風水害_被害量","02000","青森県","ｔ","52"
"010","気象被害_風水害_被害量","03000","岩手県","ｔ","1440"
"010","気象被害_風水害_被害量","04000","宮城県","ｔ","2410"
"010","気象被害_風水害_被害量","05000","秋田県","ｔ","1290"
"010","気象被害_風水害_被害量","06000","山形県","ｔ","80"
"010","気象被害_風水害_被害量","07000","福島県","ｔ","2000"
"010","気象被害_風水害_被害量","08000","茨城県","ｔ","1810"
"010","気象被害_風水害_被害量","09000","栃木県","ｔ","702"
"010","気象被害_風水害_被害量","10000","群馬県","ｔ","1580"
"010","気象被害_風水害_被害量","11000","埼玉県","ｔ","78"
"010","気象被害_風水害_被害量","12000","千葉県","ｔ","542"
"010","気象被害_風水害_被害量","13000","東京都","ｔ","0"
"010","気象被害_風水害_被害量","14000","神奈川県","ｔ","61"
"010","気象被害_風水害_被害量","15000","新潟県","ｔ","2980"
"010","気象被害_風水害_被害量","16000","富山県","ｔ","353"
"010","気象被害_風水害_被害量","17000","石川県","ｔ","925"
"010","気象被害_風水害_被害量","18000","福井県","ｔ","340"
"010","気象被害_風水害_被害量","19000","山梨県","ｔ","446"
"010","気象被害_風水害_被害量","20000","長野県","ｔ","537"
"010","気象被害_風水害_被害量","21000","岐阜県","ｔ","1010"
"010","気象被害_風水害_被害量","22000","静岡県","ｔ","740"
"010","気象被害_風水害_被害量","23000","愛知県","ｔ","217"
"010","気象被害_風水害_被害量","24000","三重県","ｔ","2250"
"010","気象被害_風水害_被害量","25000","滋賀県","ｔ","1090"
"010","気象被害_風水害_被害量","26000","京都府","ｔ","221"
"010","気象被害_風水害_被害量","27000","大阪府","ｔ","25"
"010","気象被害_風水害_被害量","28000","兵庫県","ｔ","3510"
"010","気象被害_風水害_被害量","29000","奈良県","ｔ","14"
"010","気象被害_風水害_被害量","30000","和歌山県","ｔ","90"
"010","気象被害_風水害_被害量","31000","鳥取県","ｔ","295"
"010","気象被害_風水害_被害量","32000","島根県","ｔ","189"
"010","気象被害_風水害_被害量","33000","岡山県","ｔ","389"
"010","気象被害_風水害_被害量","34000","広島県","ｔ","889"
"010","気象被害_風水害_被害量","35000","山口県","ｔ","715"
"010","気象被害_風水害_被害量","36000","徳島県","ｔ","403"
"010","気象被害_風水害_被害量","37000","香川県","ｔ","940"
"010","気象被害_風水害_被害量","38000","愛媛県","ｔ","524"
"010","気象被害_風水害_被害量","39000","高知県","ｔ","949"
"010","気象被害_風水害_被害量","40000","福岡県","ｔ","3280"
"010","気象被害_風水害_被害量","41000","佐賀県","ｔ","2780"
"010","気象被害_風水害_被害量","42000","長崎県","ｔ","4720"
"010","気象被害_風水害_被害量","43000","熊本県","ｔ","4090"
"010","気象被害_風水害_被害量","44000","大分県","ｔ","1340"
"010","気象被害_風水害_被害量","45000","宮崎県","ｔ","2740"
"010","気象被害_風水害_被害量","46000","鹿児島県","ｔ","4440"
"010","気象被害_風水害_被害量","47000","沖縄県","ｔ","354"
"010","気象被害_風水害_被害量","N0013","関東農政局","ｔ","6500"
"010","気象被害_風水害_被害量","N0014","東海農政局","ｔ","3480"
"010","気象被害_風水害_被害量","N0015","中国四国農政局","ｔ","5290"
"011","気象被害_干害_被害面積","N0001","全国","ha","19600"
"011","気象被害_干害_被害面積","N0002","北海道","ha","26"
"011","気象被害_干害_被害面積","N0003","都府県","ha","19500"
"011","気象被害_干害_被害面積","N0004","東北","ha","7300"
"011","気象被害_干害_被害面積","N0005","北陸","ha","5730"
"011","気象被害_干害_被害面積","N0006","関東・東山","ha","3790"
"011","気象被害_干害_被害面積","N0007","東海","ha","1160"
"011","気象被害_干害_被害面積","N0008","近畿","ha","209"
"011","気象被害_干害_被害面積","N0009","中国","ha","1100"
"011","気象被害_干害_被害面積","N0010","四国","ha","136"
"011","気象被害_干害_被害面積","N0011","九州","ha","97"
"011","気象被害_干害_被害面積","N0012","沖縄","ha","20"
"011","気象被害_干害_被害面積","01000","北海道","ha","26"
"011","気象被害_干害_被害面積","02000","青森県","ha","－"
"011","気象被害_干害_被害面積","03000","岩手県","ha","400"
"011","気象被害_干害_被害面積","04000","宮城県","ha","79"
"011","気象被害_干害_被害面積","05000","秋田県","ha","998"
"011","気象被害_干害_被害面積","06000","山形県","ha","2900"
"011","気象被害_干害_被害面積","07000","福島県","ha","2920"
"011","気象被害_干害_被害面積","08000","茨城県","ha","1050"
"011","気象被害_干害_被害面積","09000","栃木県","ha","18"
"011","気象被害_干害_被害面積","10000","群馬県","ha","93"
"011","気象被害_干害_被害面積","11000","埼玉県","ha","1370"
"011","気象被害_干害_被害面積","12000","千葉県","ha","1210"
"011","気象被害_干害_被害面積","13000","東京都","ha","－"
"011","気象被害_干害_被害面積","14000","神奈川県","ha","－"
"011","気象被害_干害_被害面積","15000","新潟県","ha","5600"
"011","気象被害_干害_被害面積","16000","富山県","ha","7"
"011","気象被害_干害_被害面積","17000","石川県","ha","101"
"011","気象被害_干害_被害面積","18000","福井県","ha","18"
"011","気象被害_干害_被害面積","19000","山梨県","ha","－"
"011","気象被害_干害_被害面積","20000","長野県","ha","53"
"011","気象被害_干害_被害面積","21000","岐阜県","ha","0"
"011","気象被害_干害_被害面積","22000","静岡県","ha","710"
"011","気象被害_干害_被害面積","23000","愛知県","ha","110"
"011","気象被害_干害_被害面積","24000","三重県","ha","335"
"011","気象被害_干害_被害面積","25000","滋賀県","ha","140"
"011","気象被害_干害_被害面積","26000","京都府","ha","54"
"011","気象被害_干害_被害面積","27000","大阪府","ha","－"
"011","気象被害_干害_被害面積","28000","兵庫県","ha","15"
"011","気象被害_干害_被害面積","29000","奈良県","ha","－"
"011","気象被害_干害_被害面積","30000","和歌山県","ha","－"
"011","気象被害_干害_被害面積","31000","鳥取県","ha","33"
"011","気象被害_干害_被害面積","32000","島根県","ha","263"
"011","気象被害_干害_被害面積","33000","岡山県","ha","65"
"011","気象被害_干害_被害面積","34000","広島県","ha","660"
"011","気象被害_干害_被害面積","35000","山口県","ha","81"
"011","気象被害_干害_被害面積","36000","徳島県","ha","－"
"011","気象被害_干害_被害面積","37000","香川県","ha","90"
"011","気象被害_干害_被害面積","38000","愛媛県","ha","1"
"011","気象被害_干害_被害面積","39000","高知県","ha","45"
"011","気象被害_干害_被害面積","40000","福岡県","ha","82"
"011","気象被害_干害_被害面積","41000","佐賀県","ha","－"
"011","気象被害_干害_被害面積","42000","長崎県","ha","7"
"011","気象被害_干害_被害面積","43000","熊本県","ha","－"
"011","気象被害_干害_被害面積","44000","大分県","ha","－"
"011","気象被害_干害_被害面積","45000","宮崎県","ha","3"
"011","気象被害_干害_被害面積","46000","鹿児島県","ha","5"
"011","気象被害_干害_被害面積","47000","沖縄県","ha","20"
"011","気象被害_干害_被害面積","N0013","関東農政局","ha","4500"
"011","気象被害_干害_被害面積","N0014","東海農政局","ha","445"
"011","気象被害_干害_被害面積","N0015","中国四国農政局","ha","1240"
"012","気象被害_干害_被害量","N0001","全国","ｔ","6550"
"012","気象被害_干害_被害量","N0002","北海道","ｔ","6"
"012","気象被害_干害_被害量","N0003","都府県","ｔ","6550"
"012","気象被害_干害_被害量","N0004","東北","ｔ","2740"
"012","気象被害_干害_被害量","N0005","北陸","ｔ","1760"
"012","気象被害_干害_被害量","N0006","関東・東山","ｔ","1100"
"012","気象被害_干害_被害量","N0007","東海","ｔ","260"
"012","気象被害_干害_被害量","N0008","近畿","ｔ","45"
"012","気象被害_干害_被害量","N0009","中国","ｔ","506"
"012","気象被害_干害_被害量","N0010","四国","ｔ","45"
"012","気象被害_干害_被害量","N0011","九州","ｔ","38"
"012","気象被害_干害_被害量","N0012","沖縄","ｔ","43"
"012","気象被害_干害_被害量","01000","北海道","ｔ","6"
"012","気象被害_干害_被害量","02000","青森県","ｔ","－"
"012","気象被害_干害_被害量","03000","岩手県","ｔ","203"
"012","気象被害_干害_被害量","04000","宮城県","ｔ","132"
"012","気象被害_干害_被害量","05000","秋田県","ｔ","536"
"012","気象被害_干害_被害量","06000","山形県","ｔ","1270"
"012","気象被害_干害_被害量","07000","福島県","ｔ","602"
"012","気象被害_干害_被害量","08000","茨城県","ｔ","486"
"012","気象被害_干害_被害量","09000","栃木県","ｔ","25"
"012","気象被害_干害_被害量","10000","群馬県","ｔ","25"
"012","気象被害_干害_被害量","11000","埼玉県","ｔ","330"
"012","気象被害_干害_被害量","12000","千葉県","ｔ","224"
"012","気象被害_干害_被害量","13000","東京都","ｔ","－"
"012","気象被害_干害_被害量","14000","神奈川県","ｔ","－"
"012","気象被害_干害_被害量","15000","新潟県","ｔ","1670"
"012","気象被害_干害_被害量","16000","富山県","ｔ","5"
"012","気象被害_干害_被害量","17000","石川県","ｔ","62"
"012","気象被害_干害_被害量","18000","福井県","ｔ","27"
"012","気象被害_干害_被害量","19000","山梨県","ｔ","－"
"012","気象被害_干害_被害量","20000","長野県","ｔ","13"
"012","気象被害_干害_被害量","21000","岐阜県","ｔ","0"
"012","気象被害_干害_被害量","22000","静岡県","ｔ","95"
"012","気象被害_干害_被害量","23000","愛知県","ｔ","9"
"012","気象被害_干害_被害量","24000","三重県","ｔ","156"
"012","気象被害_干害_被害量","25000","滋賀県","ｔ","14"
"012","気象被害_干害_被害量","26000","京都府","ｔ","28"
"012","気象被害_干害_被害量","27000","大阪府","ｔ","－"
"012","気象被害_干害_被害量","28000","兵庫県","ｔ","3"
"012","気象被害_干害_被害量","29000","奈良県","ｔ","－"
"012","気象被害_干害_被害量","30000","和歌山県","ｔ","－"
"012","気象被害_干害_被害量","31000","鳥取県","ｔ","32"
"012","気象被害_干害_被害量","32000","島根県","ｔ","93"
"012","気象被害_干害_被害量","33000","岡山県","ｔ","56"
"012","気象被害_干害_被害量","34000","広島県","ｔ","283"
"012","気象被害_干害_被害量","35000","山口県","ｔ","42"
"012","気象被害_干害_被害量","36000","徳島県","ｔ","－"
"012","気象被害_干害_被害量","37000","香川県","ｔ","40"
"012","気象被害_干害_被害量","38000","愛媛県","ｔ","0"
"012","気象被害_干害_被害量","39000","高知県","ｔ","5"
"012","気象被害_干害_被害量","40000","福岡県","ｔ","22"
"012","気象被害_干害_被害量","41000","佐賀県","ｔ","－"
"012","気象被害_干害_被害量","42000","長崎県","ｔ","11"
"012","気象被害_干害_被害量","43000","熊本県","ｔ","－"
"012","気象被害_干害_被害量","44000","大分県","ｔ","－"
"012","気象被害_干害_被害量","45000","宮崎県","ｔ","2"
"012","気象被害_干害_被害量","46000","鹿児島県","ｔ","3"
"012","気象被害_干害_被害量","47000","沖縄県","ｔ","43"
"012","気象被害_干害_被害量","N0013","関東農政局","ｔ","1200"
"012","気象被害_干害_被害量","N0014","東海農政局","ｔ","165"
"012","気象被害_干害_被害量","N0015","中国四国農政局","ｔ","551"
"013","気象被害_冷害_被害面積","N0001","全国","ha","75500"
"013","気象被害_冷害_被害面積","N0002","北海道","ha","55500"
"013","気象被害_冷害_被害面積","N0003","都府県","ha","20000"
"013","気象被害_冷害_被害面積","N0004","東北","ha","14100"
"013","気象被害_冷害_被害面積","N0005","北陸","ha","－"
"013","気象被害_冷害_被害面積","N0006","関東・東山","ha","5840"
"013","気象被害_冷害_被害面積","N0007","東海","ha","－"
"013","気象被害_冷害_被害面積","N0008","近畿","ha","－"
"013","気象被害_冷害_被害面積","N0009","中国","ha","－"
"013","気象被害_冷害_被害面積","N0010","四国","ha","－"
"013","気象被害_冷害_被害面積","N0011","九州","ha","－"
"013","気象被害_冷害_被害面積","N0012","沖縄","ha","－"
"013","気象被害_冷害_被害面積","01000","北海道","ha","55500"
"013","気象被害_冷害_被害面積","02000","青森県","ha","229"
"013","気象被害_冷害_被害面積","03000","岩手県","ha","6050"
"013","気象被害_冷害_被害面積","04000","宮城県","ha","1260"
"013","気象被害_冷害_被害面積","05000","秋田県","ha","－"
"013","気象被害_冷害_被害面積","06000","山形県","ha","－"
"013","気象被害_冷害_被害面積","07000","福島県","ha","6600"
"013","気象被害_冷害_被害面積","08000","茨城県","ha","－"
"013","気象被害_冷害_被害面積","09000","栃木県","ha","－"
"013","気象被害_冷害_被害面積","10000","群馬県","ha","－"
"013","気象被害_冷害_被害面積","11000","埼玉県","ha","－"
"013","気象被害_冷害_被害面積","12000","千葉県","ha","－"
"013","気象被害_冷害_被害面積","13000","東京都","ha","－"
"013","気象被害_冷害_被害面積","14000","神奈川県","ha","－"
"013","気象被害_冷害_被害面積","15000","新潟県","ha","－"
"013","気象被害_冷害_被害面積","16000","富山県","ha","－"
"013","気象被害_冷害_被害面積","17000","石川県","ha","－"
"013","気象被害_冷害_被害面積","18000","福井県","ha","－"
"013","気象被害_冷害_被害面積","19000","山梨県","ha","430"
"013","気象被害_冷害_被害面積","20000","長野県","ha","5410"
"013","気象被害_冷害_被害面積","21000","岐阜県","ha","－"
"013","気象被害_冷害_被害面積","22000","静岡県","ha","－"
"013","気象被害_冷害_被害面積","23000","愛知県","ha","－"
"013","気象被害_冷害_被害面積","24000","三重県","ha","－"
"013","気象被害_冷害_被害面積","25000","滋賀県","ha","－"
"013","気象被害_冷害_被害面積","26000","京都府","ha","－"
"013","気象被害_冷害_被害面積","27000","大阪府","ha","－"
"013","気象被害_冷害_被害面積","28000","兵庫県","ha","－"
"013","気象被害_冷害_被害面積","29000","奈良県","ha","－"
"013","気象被害_冷害_被害面積","30000","和歌山県","ha","－"
"013","気象被害_冷害_被害面積","31000","鳥取県","ha","－"
"013","気象被害_冷害_被害面積","32000","島根県","ha","－"
"013","気象被害_冷害_被害面積","33000","岡山県","ha","－"
"013","気象被害_冷害_被害面積","34000","広島県","ha","－"
"013","気象被害_冷害_被害面積","35000","山口県","ha","－"
"013","気象被害_冷害_被害面積","36000","徳島県","ha","－"
"013","気象被害_冷害_被害面積","37000","香川県","ha","－"
"013","気象被害_冷害_被害面積","38000","愛媛県","ha","－"
"013","気象被害_冷害_被害面積","39000","高知県","ha","－"
"013","気象被害_冷害_被害面積","40000","福岡県","ha","－"
"013","気象被害_冷害_被害面積","41000","佐賀県","ha","－"
"013","気象被害_冷害_被害面積","42000","長崎県","ha","－"
"013","気象被害_冷害_被害面積","43000","熊本県","ha","－"
"013","気象被害_冷害_被害面積","44000","大分県","ha","－"
"013","気象被害_冷害_被害面積","45000","宮崎県","ha","－"
"013","気象被害_冷害_被害面積","46000","鹿児島県","ha","－"
"013","気象被害_冷害_被害面積","47000","沖縄県","ha","－"
"013","気象被害_冷害_被害面積","N0013","関東農政局","ha","5840"
"013","気象被害_冷害_被害面積","N0014","東海農政局","ha","－"
"013","気象被害_冷害_被害面積","N0015","中国四国農政局","ha","－"
"014","気象被害_冷害_被害量","N0001","全国","ｔ","14100"
"014","気象被害_冷害_被害量","N0002","北海道","ｔ","10800"
"014","気象被害_冷害_被害量","N0003","都府県","ｔ","3260"
"014","気象被害_冷害_被害量","N0004","東北","ｔ","2450"
"014","気象被害_冷害_被害量","N0005","北陸","ｔ","－"
"014","気象被害_冷害_被害量","N0006","関東・東山","ｔ","803"
"014","気象被害_冷害_被害量","N0007","東海","ｔ","－"
"014","気象被害_冷害_被害量","N0008","近畿","ｔ","－"
"014","気象被害_冷害_被害量","N0009","中国","ｔ","－"
"014","気象被害_冷害_被害量","N0010","四国","ｔ","－"
"014","気象被害_冷害_被害量","N0011","九州","ｔ","－"
"014","気象被害_冷害_被害量","N0012","沖縄","ｔ","－"
"014","気象被害_冷害_被害量","01000","北海道","ｔ","10800"
"014","気象被害_冷害_被害量","02000","青森県","ｔ","61"
"014","気象被害_冷害_被害量","03000","岩手県","ｔ","1120"
"014","気象被害_冷害_被害量","04000","宮城県","ｔ","142"
"014","気象被害_冷害_被害量","05000","秋田県","ｔ","－"
"014","気象被害_冷害_被害量","06000","山形県","ｔ","－"
"014","気象被害_冷害_被害量","07000","福島県","ｔ","1130"
"014","気象被害_冷害_被害量","08000","茨城県","ｔ","－"
"014","気象被害_冷害_被害量","09000","栃木県","ｔ","－"
"014","気象被害_冷害_被害量","10000","群馬県","ｔ","－"
"014","気象被害_冷害_被害量","11000","埼玉県","ｔ","－"
"014","気象被害_冷害_被害量","12000","千葉県","ｔ","－"
"014","気象被害_冷害_被害量","13000","東京都","ｔ","－"
"014","気象被害_冷害_被害量","14000","神奈川県","ｔ","－"
"014","気象被害_冷害_被害量","15000","新潟県","ｔ","－"
"014","気象被害_冷害_被害量","16000","富山県","ｔ","－"
"014","気象被害_冷害_被害量","17000","石川県","ｔ","－"
"014","気象被害_冷害_被害量","18000","福井県","ｔ","－"
"014","気象被害_冷害_被害量","19000","山梨県","ｔ","90"
"014","気象被害_冷害_被害量","20000","長野県","ｔ","713"
"014","気象被害_冷害_被害量","21000","岐阜県","ｔ","－"
"014","気象被害_冷害_被害量","22000","静岡県","ｔ","－"
"014","気象被害_冷害_被害量","23000","愛知県","ｔ","－"
"014","気象被害_冷害_被害量","24000","三重県","ｔ","－"
"014","気象被害_冷害_被害量","25000","滋賀県","ｔ","－"
"014","気象被害_冷害_被害量","26000","京都府","ｔ","－"
"014","気象被害_冷害_被害量","27000","大阪府","ｔ","－"
"014","気象被害_冷害_被害量","28000","兵庫県","ｔ","－"
"014","気象被害_冷害_被害量","29000","奈良県","ｔ","－"
"014","気象被害_冷害_被害量","30000","和歌山県","ｔ","－"
"014","気象被害_冷害_被害量","31000","鳥取県","ｔ","－"
"014","気象被害_冷害_被害量","32000","島根県","ｔ","－"
"014","気象被害_冷害_被害量","33000","岡山県","ｔ","－"
"014","気象被害_冷害_被害量","34000","広島県","ｔ","－"
"014","気象被害_冷害_被害量","35000","山口県","ｔ","－"
"014","気象被害_冷害_被害量","36000","徳島県","ｔ","－"
"014","気象被害_冷害_被害量","37000","香川県","ｔ","－"
"014","気象被害_冷害_被害量","38000","愛媛県","ｔ","－"
"014","気象被害_冷害_被害量","39000","高知県","ｔ","－"
"014","気象被害_冷害_被害量","40000","福岡県","ｔ","－"
"014","気象被害_冷害_被害量","41000","佐賀県","ｔ","－"
"014","気象被害_冷害_被害量","42000","長崎県","ｔ","－"
"014","気象被害_冷害_被害量","43000","熊本県","ｔ","－"
"014","気象被害_冷害_被害量","44000","大分県","ｔ","－"
"014","気象被害_冷害_被害量","45000","宮崎県","ｔ","－"
"014","気象被害_冷害_被害量","46000","鹿児島県","ｔ","－"
"014","気象被害_冷害_被害量","47000","沖縄県","ｔ","－"
"014","気象被害_冷害_被害量","N0013","関東農政局","ｔ","803"
"014","気象被害_冷害_被害量","N0014","東海農政局","ｔ","－"
"014","気象被害_冷害_被害量","N0015","中国四国農政局","ｔ","－"
"015","気象被害_日照不足_被害面積","N0001","全国","ha","666700"
"015","気象被害_日照不足_被害面積","N0002","北海道","ha","－"
"015","気象被害_日照不足_被害面積","N0003","都府県","ha","666700"
"015","気象被害_日照不足_被害面積","N0004","東北","ha","222000"
"015","気象被害_日照不足_被害面積","N0005","北陸","ha","26400"
"015","気象被害_日照不足_被害面積","N0006","関東・東山","ha","42900"
"015","気象被害_日照不足_被害面積","N0007","東海","ha","48300"
"015","気象被害_日照不足_被害面積","N0008","近畿","ha","51200"
"015","気象被害_日照不足_被害面積","N0009","中国","ha","58000"
"015","気象被害_日照不足_被害面積","N0010","四国","ha","52900"
"015","気象被害_日照不足_被害面積","N0011","九州","ha","164600"
"015","気象被害_日照不足_被害面積","N0012","沖縄","ha","394"
"015","気象被害_日照不足_被害面積","01000","北海道","ha","－"
"015","気象被害_日照不足_被害面積","02000","青森県","ha","10300"
"015","気象被害_日照不足_被害面積","03000","岩手県","ha","27500"
"015","気象被害_日照不足_被害面積","04000","宮城県","ha","19400"
"015","気象被害_日照不足_被害面積","05000","秋田県","ha","61900"
"015","気象被害_日照不足_被害面積","06000","山形県","ha","66800"
"015","気象被害_日照不足_被害面積","07000","福島県","ha","36100"
"015","気象被害_日照不足_被害面積","08000","茨城県","ha","－"
"015","気象被害_日照不足_被害面積","09000","栃木県","ha","37000"
"015","気象被害_日照不足_被害面積","10000","群馬県","ha","－"
"015","気象被害_日照不足_被害面積","11000","埼玉県","ha","－"
"015","気象被害_日照不足_被害面積","12000","千葉県","ha","3880"
"015","気象被害_日照不足_被害面積","13000","東京都","ha","－"
"015","気象被害_日照不足_被害面積","14000","神奈川県","ha","－"
"015","気象被害_日照不足_被害面積","15000","新潟県","ha","－"
"015","気象被害_日照不足_被害面積","16000","富山県","ha","－"
"015","気象被害_日照不足_被害面積","17000","石川県","ha","－"
"015","気象被害_日照不足_被害面積","18000","福井県","ha","26400"
"015","気象被害_日照不足_被害面積","19000","山梨県","ha","2050"
"015","気象被害_日照不足_被害面積","20000","長野県","ha","－"
"015","気象被害_日照不足_被害面積","21000","岐阜県","ha","705"
"015","気象被害_日照不足_被害面積","22000","静岡県","ha","8980"
"015","気象被害_日照不足_被害面積","23000","愛知県","ha","26200"
"015","気象被害_日照不足_被害面積","24000","三重県","ha","12400"
"015","気象被害_日照不足_被害面積","25000","滋賀県","ha","14800"
"015","気象被害_日照不足_被害面積","26000","京都府","ha","11600"
"015","気象被害_日照不足_被害面積","27000","大阪府","ha","－"
"015","気象被害_日照不足_被害面積","28000","兵庫県","ha","21600"
"015","気象被害_日照不足_被害面積","29000","奈良県","ha","120"
"015","気象被害_日照不足_被害面積","30000","和歌山県","ha","3100"
"015","気象被害_日照不足_被害面積","31000","鳥取県","ha","3070"
"015","気象被害_日照不足_被害面積","32000","島根県","ha","6100"
"015","気象被害_日照不足_被害面積","33000","岡山県","ha","15500"
"015","気象被害_日照不足_被害面積","34000","広島県","ha","10400"
"015","気象被害_日照不足_被害面積","35000","山口県","ha","22900"
"015","気象被害_日照不足_被害面積","36000","徳島県","ha","13200"
"015","気象被害_日照不足_被害面積","37000","香川県","ha","13500"
"015","気象被害_日照不足_被害面積","38000","愛媛県","ha","14700"
"015","気象被害_日照不足_被害面積","39000","高知県","ha","11500"
"015","気象被害_日照不足_被害面積","40000","福岡県","ha","28100"
"015","気象被害_日照不足_被害面積","41000","佐賀県","ha","20900"
"015","気象被害_日照不足_被害面積","42000","長崎県","ha","12100"
"015","気象被害_日照不足_被害面積","43000","熊本県","ha","38100"
"015","気象被害_日照不足_被害面積","44000","大分県","ha","23600"
"015","気象被害_日照不足_被害面積","45000","宮崎県","ha","19100"
"015","気象被害_日照不足_被害面積","46000","鹿児島県","ha","22700"
"015","気象被害_日照不足_被害面積","47000","沖縄県","ha","394"
"015","気象被害_日照不足_被害面積","N0013","関東農政局","ha","51900"
"015","気象被害_日照不足_被害面積","N0014","東海農政局","ha","39300"
"015","気象被害_日照不足_被害面積","N0015","中国四国農政局","ha","110900"
"016","気象被害_日照不足_被害量","N0001","全国","ｔ","149000"
"016","気象被害_日照不足_被害量","N0002","北海道","ｔ","－"
"016","気象被害_日照不足_被害量","N0003","都府県","ｔ","149000"
"016","気象被害_日照不足_被害量","N0004","東北","ｔ","40900"
"016","気象被害_日照不足_被害量","N0005","北陸","ｔ","1000"
"016","気象被害_日照不足_被害量","N0006","関東・東山","ｔ","20100"
"016","気象被害_日照不足_被害量","N0007","東海","ｔ","5100"
"016","気象被害_日照不足_被害量","N0008","近畿","ｔ","7260"
"016","気象被害_日照不足_被害量","N0009","中国","ｔ","9150"
"016","気象被害_日照不足_被害量","N0010","四国","ｔ","13500"
"016","気象被害_日照不足_被害量","N0011","九州","ｔ","51900"
