"tab_code","表章項目","cat01_code","被害原因","area_code","全国農業地域・都道府県・地方農政局","time_code","時間軸（年次）","unit","value"
"0320","被害量","100","気象被害_冷害","01000","(都道府県)北海道","2019000000","2019年","t","8560"
"0320","被害量","100","気象被害_冷害","02000","(都道府県)青森県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","03000","(都道府県)岩手県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","04000","(都道府県)宮城県","2019000000","2019年","t","106"
"0320","被害量","100","気象被害_冷害","05000","(都道府県)秋田県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","06000","(都道府県)山形県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","07000","(都道府県)福島県","2019000000","2019年","t","480"
"0320","被害量","100","気象被害_冷害","08000","(都道府県)茨城県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","09000","(都道府県)栃木県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","10000","(都道府県)群馬県","2019000000","2019年","t","148"
"0320","被害量","100","気象被害_冷害","11000","(都道府県)埼玉県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","12000","(都道府県)千葉県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","13000","(都道府県)東京都","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","14000","(都道府県)神奈川県","2019000000","2019年","t","546"
"0320","被害量","100","気象被害_冷害","15000","(都道府県)新潟県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","16000","(都道府県)富山県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","17000","(都道府県)石川県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","18000","(都道府県)福井県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","19000","(都道府県)山梨県","2019000000","2019年","t","200"
"0320","被害量","100","気象被害_冷害","20000","(都道府県)長野県","2019000000","2019年","t","2020"
"0320","被害量","100","気象被害_冷害","21000","(都道府県)岐阜県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","22000","(都道府県)静岡県","2019000000","2019年","t","300"
"0320","被害量","100","気象被害_冷害","23000","(都道府県)愛知県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","24000","(都道府県)三重県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","25000","(都道府県)滋賀県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","26000","(都道府県)京都府","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","27000","(都道府県)大阪府","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","28000","(都道府県)兵庫県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","29000","(都道府県)奈良県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","30000","(都道府県)和歌山県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","31000","(都道府県)鳥取県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","32000","(都道府県)島根県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","33000","(都道府県)岡山県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","34000","(都道府県)広島県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","35000","(都道府県)山口県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","36000","(都道府県)徳島県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","37000","(都道府県)香川県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","38000","(都道府県)愛媛県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","39000","(都道府県)高知県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","40000","(都道府県)福岡県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","41000","(都道府県)佐賀県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","42000","(都道府県)長崎県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","43000","(都道府県)熊本県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","44000","(都道府県)大分県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","45000","(都道府県)宮崎県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","46000","(都道府県)鹿児島県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","47000","(都道府県)沖縄県","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","51100","関東農政局","2019000000","2019年","t","3210"
"0320","被害量","100","気象被害_冷害","51110","東海農政局","2019000000","2019年","t","－"
"0320","被害量","100","気象被害_冷害","51120","中国四国農政局","2019000000","2019年","t","－"
"0320","被害量","110","気象被害_日照不足","00000","全国","2019000000","2019年","t","237600"
"0320","被害量","110","気象被害_日照不足","50100","(全国農業地域)北海道","2019000000","2019年","t","13400"
"0320","被害量","110","気象被害_日照不足","50110","(全国農業地域)都府県","2019000000","2019年","t","224200"
"0320","被害量","110","気象被害_日照不足","50120","(全国農業地域)東北","2019000000","2019年","t","42900"
"0320","被害量","110","気象被害_日照不足","50130","(全国農業地域)北陸","2019000000","2019年","t","10600"
"0320","被害量","110","気象被害_日照不足","50140","(全国農業地域)関東・東山","2019000000","2019年","t","48100"
"0320","被害量","110","気象被害_日照不足","50150","(全国農業地域)東海","2019000000","2019年","t","12000"
"0320","被害量","110","気象被害_日照不足","50160","(全国農業地域)近畿","2019000000","2019年","t","9930"
"0320","被害量","110","気象被害_日照不足","50170","(全国農業地域)中国","2019000000","2019年","t","21600"
"0320","被害量","110","気象被害_日照不足","50180","(全国農業地域)四国","2019000000","2019年","t","12200"
"0320","被害量","110","気象被害_日照不足","50190","(全国農業地域)九州","2019000000","2019年","t","66800"
"0320","被害量","110","気象被害_日照不足","50200","(全国農業地域)沖縄","2019000000","2019年","t","51"
"0320","被害量","110","気象被害_日照不足","01000","(都道府県)北海道","2019000000","2019年","t","13400"
"0320","被害量","110","気象被害_日照不足","02000","(都道府県)青森県","2019000000","2019年","t","－"
"0320","被害量","110","気象被害_日照不足","03000","(都道府県)岩手県","2019000000","2019年","t","9200"
"0320","被害量","110","気象被害_日照不足","04000","(都道府県)宮城県","2019000000","2019年","t","15500"
"0320","被害量","110","気象被害_日照不足","05000","(都道府県)秋田県","2019000000","2019年","t","7600"
"0320","被害量","110","気象被害_日照不足","06000","(都道府県)山形県","2019000000","2019年","t","5320"
"0320","被害量","110","気象被害_日照不足","07000","(都道府県)福島県","2019000000","2019年","t","5300"
"0320","被害量","110","気象被害_日照不足","08000","(都道府県)茨城県","2019000000","2019年","t","17500"
"0320","被害量","110","気象被害_日照不足","09000","(都道府県)栃木県","2019000000","2019年","t","8680"
"0320","被害量","110","気象被害_日照不足","10000","(都道府県)群馬県","2019000000","2019年","t","4010"
"0320","被害量","110","気象被害_日照不足","11000","(都道府県)埼玉県","2019000000","2019年","t","3800"
"0320","被害量","110","気象被害_日照不足","12000","(都道府県)千葉県","2019000000","2019年","t","10900"
"0320","被害量","110","気象被害_日照不足","13000","(都道府県)東京都","2019000000","2019年","t","12"
"0320","被害量","110","気象被害_日照不足","14000","(都道府県)神奈川県","2019000000","2019年","t","114"
"0320","被害量","110","気象被害_日照不足","15000","(都道府県)新潟県","2019000000","2019年","t","9260"
"0320","被害量","110","気象被害_日照不足","16000","(都道府県)富山県","2019000000","2019年","t","667"
"0320","被害量","110","気象被害_日照不足","17000","(都道府県)石川県","2019000000","2019年","t","200"
"0320","被害量","110","気象被害_日照不足","18000","(都道府県)福井県","2019000000","2019年","t","495"
"0320","被害量","110","気象被害_日照不足","19000","(都道府県)山梨県","2019000000","2019年","t","290"
"0320","被害量","110","気象被害_日照不足","20000","(都道府県)長野県","2019000000","2019年","t","2750"
"0320","被害量","110","気象被害_日照不足","21000","(都道府県)岐阜県","2019000000","2019年","t","2640"
"0320","被害量","110","気象被害_日照不足","22000","(都道府県)静岡県","2019000000","2019年","t","1860"
"0320","被害量","110","気象被害_日照不足","23000","(都道府県)愛知県","2019000000","2019年","t","3890"
"0320","被害量","110","気象被害_日照不足","24000","(都道府県)三重県","2019000000","2019年","t","3620"
"0320","被害量","110","気象被害_日照不足","25000","(都道府県)滋賀県","2019000000","2019年","t","3690"
"0320","被害量","110","気象被害_日照不足","26000","(都道府県)京都府","2019000000","2019年","t","2020"
"0320","被害量","110","気象被害_日照不足","27000","(都道府県)大阪府","2019000000","2019年","t","310"
"0320","被害量","110","気象被害_日照不足","28000","(都道府県)兵庫県","2019000000","2019年","t","3150"
"0320","被害量","110","気象被害_日照不足","29000","(都道府県)奈良県","2019000000","2019年","t","280"
"0320","被害量","110","気象被害_日照不足","30000","(都道府県)和歌山県","2019000000","2019年","t","480"
"0320","被害量","110","気象被害_日照不足","31000","(都道府県)鳥取県","2019000000","2019年","t","2700"
"0320","被害量","110","気象被害_日照不足","32000","(都道府県)島根県","2019000000","2019年","t","2730"
"0320","被害量","110","気象被害_日照不足","33000","(都道府県)岡山県","2019000000","2019年","t","3940"
"0320","被害量","110","気象被害_日照不足","34000","(都道府県)広島県","2019000000","2019年","t","6270"
"0320","被害量","110","気象被害_日照不足","35000","(都道府県)山口県","2019000000","2019年","t","5920"
"0320","被害量","110","気象被害_日照不足","36000","(都道府県)徳島県","2019000000","2019年","t","2510"
"0320","被害量","110","気象被害_日照不足","37000","(都道府県)香川県","2019000000","2019年","t","3500"
"0320","被害量","110","気象被害_日照不足","38000","(都道府県)愛媛県","2019000000","2019年","t","3390"
"0320","被害量","110","気象被害_日照不足","39000","(都道府県)高知県","2019000000","2019年","t","2800"
"0320","被害量","110","気象被害_日照不足","40000","(都道府県)福岡県","2019000000","2019年","t","13000"
"0320","被害量","110","気象被害_日照不足","41000","(都道府県)佐賀県","2019000000","2019年","t","14100"
"0320","被害量","110","気象被害_日照不足","42000","(都道府県)長崎県","2019000000","2019年","t","2150"
"0320","被害量","110","気象被害_日照不足","43000","(都道府県)熊本県","2019000000","2019年","t","12400"
"0320","被害量","110","気象被害_日照不足","44000","(都道府県)大分県","2019000000","2019年","t","10800"
"0320","被害量","110","気象被害_日照不足","45000","(都道府県)宮崎県","2019000000","2019年","t","7460"
"0320","被害量","110","気象被害_日照不足","46000","(都道府県)鹿児島県","2019000000","2019年","t","6930"
"0320","被害量","110","気象被害_日照不足","47000","(都道府県)沖縄県","2019000000","2019年","t","51"
"0320","被害量","110","気象被害_日照不足","51100","関東農政局","2019000000","2019年","t","49900"
"0320","被害量","110","気象被害_日照不足","51110","東海農政局","2019000000","2019年","t","10200"
"0320","被害量","110","気象被害_日照不足","51120","中国四国農政局","2019000000","2019年","t","33800"
"0320","被害量","120","気象被害_高温障害","00000","全国","2019000000","2019年","t","94100"
"0320","被害量","120","気象被害_高温障害","50100","(全国農業地域)北海道","2019000000","2019年","t","536"
"0320","被害量","120","気象被害_高温障害","50110","(全国農業地域)都府県","2019000000","2019年","t","93500"
"0320","被害量","120","気象被害_高温障害","50120","(全国農業地域)東北","2019000000","2019年","t","19600"
"0320","被害量","120","気象被害_高温障害","50130","(全国農業地域)北陸","2019000000","2019年","t","21300"
"0320","被害量","120","気象被害_高温障害","50140","(全国農業地域)関東・東山","2019000000","2019年","t","32300"
"0320","被害量","120","気象被害_高温障害","50150","(全国農業地域)東海","2019000000","2019年","t","3180"
"0320","被害量","120","気象被害_高温障害","50160","(全国農業地域)近畿","2019000000","2019年","t","4910"
"0320","被害量","120","気象被害_高温障害","50170","(全国農業地域)中国","2019000000","2019年","t","6890"
"0320","被害量","120","気象被害_高温障害","50180","(全国農業地域)四国","2019000000","2019年","t","2440"
"0320","被害量","120","気象被害_高温障害","50190","(全国農業地域)九州","2019000000","2019年","t","2890"
"0320","被害量","120","気象被害_高温障害","50200","(全国農業地域)沖縄","2019000000","2019年","t","14"
"0320","被害量","120","気象被害_高温障害","01000","(都道府県)北海道","2019000000","2019年","t","536"
"0320","被害量","120","気象被害_高温障害","02000","(都道府県)青森県","2019000000","2019年","t","5430"
"0320","被害量","120","気象被害_高温障害","03000","(都道府県)岩手県","2019000000","2019年","t","162"
"0320","被害量","120","気象被害_高温障害","04000","(都道府県)宮城県","2019000000","2019年","t","2650"
"0320","被害量","120","気象被害_高温障害","05000","(都道府県)秋田県","2019000000","2019年","t","3000"
"0320","被害量","120","気象被害_高温障害","06000","(都道府県)山形県","2019000000","2019年","t","3170"
"0320","被害量","120","気象被害_高温障害","07000","(都道府県)福島県","2019000000","2019年","t","5200"
"0320","被害量","120","気象被害_高温障害","08000","(都道府県)茨城県","2019000000","2019年","t","8660"
"0320","被害量","120","気象被害_高温障害","09000","(都道府県)栃木県","2019000000","2019年","t","12700"
"0320","被害量","120","気象被害_高温障害","10000","(都道府県)群馬県","2019000000","2019年","t","1300"
"0320","被害量","120","気象被害_高温障害","11000","(都道府県)埼玉県","2019000000","2019年","t","6000"
"0320","被害量","120","気象被害_高温障害","12000","(都道府県)千葉県","2019000000","2019年","t","2300"
"0320","被害量","120","気象被害_高温障害","13000","(都道府県)東京都","2019000000","2019年","t","－"
"0320","被害量","120","気象被害_高温障害","14000","(都道府県)神奈川県","2019000000","2019年","t","234"
"0320","被害量","120","気象被害_高温障害","15000","(都道府県)新潟県","2019000000","2019年","t","16400"
"0320","被害量","120","気象被害_高温障害","16000","(都道府県)富山県","2019000000","2019年","t","2970"
"0320","被害量","120","気象被害_高温障害","17000","(都道府県)石川県","2019000000","2019年","t","1300"
"0320","被害量","120","気象被害_高温障害","18000","(都道府県)福井県","2019000000","2019年","t","660"
"0320","被害量","120","気象被害_高温障害","19000","(都道府県)山梨県","2019000000","2019年","t","240"
"0320","被害量","120","気象被害_高温障害","20000","(都道府県)長野県","2019000000","2019年","t","850"
"0320","被害量","120","気象被害_高温障害","21000","(都道府県)岐阜県","2019000000","2019年","t","477"
"0320","被害量","120","気象被害_高温障害","22000","(都道府県)静岡県","2019000000","2019年","t","1510"
"0320","被害量","120","気象被害_高温障害","23000","(都道府県)愛知県","2019000000","2019年","t","1190"
"0320","被害量","120","気象被害_高温障害","24000","(都道府県)三重県","2019000000","2019年","t","－"
"0320","被害量","120","気象被害_高温障害","25000","(都道府県)滋賀県","2019000000","2019年","t","1800"
"0320","被害量","120","気象被害_高温障害","26000","(都道府県)京都府","2019000000","2019年","t","397"
"0320","被害量","120","気象被害_高温障害","27000","(都道府県)大阪府","2019000000","2019年","t","50"
"0320","被害量","120","気象被害_高温障害","28000","(都道府県)兵庫県","2019000000","2019年","t","2400"
"0320","被害量","120","気象被害_高温障害","29000","(都道府県)奈良県","2019000000","2019年","t","60"
"0320","被害量","120","気象被害_高温障害","30000","(都道府県)和歌山県","2019000000","2019年","t","200"
"0320","被害量","120","気象被害_高温障害","31000","(都道府県)鳥取県","2019000000","2019年","t","397"
"0320","被害量","120","気象被害_高温障害","32000","(都道府県)島根県","2019000000","2019年","t","940"
"0320","被害量","120","気象被害_高温障害","33000","(都道府県)岡山県","2019000000","2019年","t","1760"
"0320","被害量","120","気象被害_高温障害","34000","(都道府県)広島県","2019000000","2019年","t","1660"
"0320","被害量","120","気象被害_高温障害","35000","(都道府県)山口県","2019000000","2019年","t","2130"
"0320","被害量","120","気象被害_高温障害","36000","(都道府県)徳島県","2019000000","2019年","t","－"
"0320","被害量","120","気象被害_高温障害","37000","(都道府県)香川県","2019000000","2019年","t","93"
"0320","被害量","120","気象被害_高温障害","38000","(都道府県)愛媛県","2019000000","2019年","t","2030"
"0320","被害量","120","気象被害_高温障害","39000","(都道府県)高知県","2019000000","2019年","t","320"
"0320","被害量","120","気象被害_高温障害","40000","(都道府県)福岡県","2019000000","2019年","t","555"
"0320","被害量","120","気象被害_高温障害","41000","(都道府県)佐賀県","2019000000","2019年","t","1230"
"0320","被害量","120","気象被害_高温障害","42000","(都道府県)長崎県","2019000000","2019年","t","－"
"0320","被害量","120","気象被害_高温障害","43000","(都道府県)熊本県","2019000000","2019年","t","142"
"0320","被害量","120","気象被害_高温障害","44000","(都道府県)大分県","2019000000","2019年","t","950"
"0320","被害量","120","気象被害_高温障害","45000","(都道府県)宮崎県","2019000000","2019年","t","7"
"0320","被害量","120","気象被害_高温障害","46000","(都道府県)鹿児島県","2019000000","2019年","t","3"
"0320","被害量","120","気象被害_高温障害","47000","(都道府県)沖縄県","2019000000","2019年","t","14"
"0320","被害量","120","気象被害_高温障害","51100","関東農政局","2019000000","2019年","t","33800"
"0320","被害量","120","気象被害_高温障害","51110","東海農政局","2019000000","2019年","t","1670"
"0320","被害量","120","気象被害_高温障害","51120","中国四国農政局","2019000000","2019年","t","9330"
"0320","被害量","130","病害_いもち病","00000","全国","2019000000","2019年","t","55900"
"0320","被害量","130","病害_いもち病","50100","(全国農業地域)北海道","2019000000","2019年","t","105"
"0320","被害量","130","病害_いもち病","50110","(全国農業地域)都府県","2019000000","2019年","t","55800"
"0320","被害量","130","病害_いもち病","50120","(全国農業地域)東北","2019000000","2019年","t","8810"
"0320","被害量","130","病害_いもち病","50130","(全国農業地域)北陸","2019000000","2019年","t","930"
"0320","被害量","130","病害_いもち病","50140","(全国農業地域)関東・東山","2019000000","2019年","t","12700"
"0320","被害量","130","病害_いもち病","50150","(全国農業地域)東海","2019000000","2019年","t","5050"
"0320","被害量","130","病害_いもち病","50160","(全国農業地域)近畿","2019000000","2019年","t","4160"
"0320","被害量","130","病害_いもち病","50170","(全国農業地域)中国","2019000000","2019年","t","4760"
"0320","被害量","130","病害_いもち病","50180","(全国農業地域)四国","2019000000","2019年","t","3350"
"0320","被害量","130","病害_いもち病","50190","(全国農業地域)九州","2019000000","2019年","t","16000"
"0320","被害量","130","病害_いもち病","50200","(全国農業地域)沖縄","2019000000","2019年","t","10"
"0320","被害量","130","病害_いもち病","01000","(都道府県)北海道","2019000000","2019年","t","105"
"0320","被害量","130","病害_いもち病","02000","(都道府県)青森県","2019000000","2019年","t","65"
"0320","被害量","130","病害_いもち病","03000","(都道府県)岩手県","2019000000","2019年","t","880"
"0320","被害量","130","病害_いもち病","04000","(都道府県)宮城県","2019000000","2019年","t","1750"
"0320","被害量","130","病害_いもち病","05000","(都道府県)秋田県","2019000000","2019年","t","2590"
"0320","被害量","130","病害_いもち病","06000","(都道府県)山形県","2019000000","2019年","t","2680"
"0320","被害量","130","病害_いもち病","07000","(都道府県)福島県","2019000000","2019年","t","845"
"0320","被害量","130","病害_いもち病","08000","(都道府県)茨城県","2019000000","2019年","t","2260"
"0320","被害量","130","病害_いもち病","09000","(都道府県)栃木県","2019000000","2019年","t","3100"
"0320","被害量","130","病害_いもち病","10000","(都道府県)群馬県","2019000000","2019年","t","977"
"0320","被害量","130","病害_いもち病","11000","(都道府県)埼玉県","2019000000","2019年","t","600"
"0320","被害量","130","病害_いもち病","12000","(都道府県)千葉県","2019000000","2019年","t","3980"
"0320","被害量","130","病害_いもち病","13000","(都道府県)東京都","2019000000","2019年","t","0"
"0320","被害量","130","病害_いもち病","14000","(都道府県)神奈川県","2019000000","2019年","t","－"
"0320","被害量","130","病害_いもち病","15000","(都道府県)新潟県","2019000000","2019年","t","658"
"0320","被害量","130","病害_いもち病","16000","(都道府県)富山県","2019000000","2019年","t","43"
"0320","被害量","130","病害_いもち病","17000","(都道府県)石川県","2019000000","2019年","t","77"
"0320","被害量","130","病害_いもち病","18000","(都道府県)福井県","2019000000","2019年","t","152"
"0320","被害量","130","病害_いもち病","19000","(都道府県)山梨県","2019000000","2019年","t","450"
"0320","被害量","130","病害_いもち病","20000","(都道府県)長野県","2019000000","2019年","t","1310"
"0320","被害量","130","病害_いもち病","21000","(都道府県)岐阜県","2019000000","2019年","t","1450"
"0320","被害量","130","病害_いもち病","22000","(都道府県)静岡県","2019000000","2019年","t","653"
"0320","被害量","130","病害_いもち病","23000","(都道府県)愛知県","2019000000","2019年","t","1630"
"0320","被害量","130","病害_いもち病","24000","(都道府県)三重県","2019000000","2019年","t","1320"
"0320","被害量","130","病害_いもち病","25000","(都道府県)滋賀県","2019000000","2019年","t","1980"
"0320","被害量","130","病害_いもち病","26000","(都道府県)京都府","2019000000","2019年","t","58"
"0320","被害量","130","病害_いもち病","27000","(都道府県)大阪府","2019000000","2019年","t","290"
"0320","被害量","130","病害_いもち病","28000","(都道府県)兵庫県","2019000000","2019年","t","350"
"0320","被害量","130","病害_いもち病","29000","(都道府県)奈良県","2019000000","2019年","t","1240"
"0320","被害量","130","病害_いもち病","30000","(都道府県)和歌山県","2019000000","2019年","t","240"
"0320","被害量","130","病害_いもち病","31000","(都道府県)鳥取県","2019000000","2019年","t","208"
"0320","被害量","130","病害_いもち病","32000","(都道府県)島根県","2019000000","2019年","t","1080"
"0320","被害量","130","病害_いもち病","33000","(都道府県)岡山県","2019000000","2019年","t","1380"
"0320","被害量","130","病害_いもち病","34000","(都道府県)広島県","2019000000","2019年","t","1300"
"0320","被害量","130","病害_いもち病","35000","(都道府県)山口県","2019000000","2019年","t","790"
"0320","被害量","130","病害_いもち病","36000","(都道府県)徳島県","2019000000","2019年","t","421"
"0320","被害量","130","病害_いもち病","37000","(都道府県)香川県","2019000000","2019年","t","1000"
"0320","被害量","130","病害_いもち病","38000","(都道府県)愛媛県","2019000000","2019年","t","677"
"0320","被害量","130","病害_いもち病","39000","(都道府県)高知県","2019000000","2019年","t","1250"
"0320","被害量","130","病害_いもち病","40000","(都道府県)福岡県","2019000000","2019年","t","2050"
"0320","被害量","130","病害_いもち病","41000","(都道府県)佐賀県","2019000000","2019年","t","2530"
"0320","被害量","130","病害_いもち病","42000","(都道府県)長崎県","2019000000","2019年","t","743"
"0320","被害量","130","病害_いもち病","43000","(都道府県)熊本県","2019000000","2019年","t","2320"
"0320","被害量","130","病害_いもち病","44000","(都道府県)大分県","2019000000","2019年","t","2350"
"0320","被害量","130","病害_いもち病","45000","(都道府県)宮崎県","2019000000","2019年","t","2840"
"0320","被害量","130","病害_いもち病","46000","(都道府県)鹿児島県","2019000000","2019年","t","3190"
"0320","被害量","130","病害_いもち病","47000","(都道府県)沖縄県","2019000000","2019年","t","10"
"0320","被害量","130","病害_いもち病","51100","関東農政局","2019000000","2019年","t","13300"
"0320","被害量","130","病害_いもち病","51110","東海農政局","2019000000","2019年","t","4400"
"0320","被害量","130","病害_いもち病","51120","中国四国農政局","2019000000","2019年","t","8110"
"0320","被害量","140","虫害_ウンカ","00000","全国","2019000000","2019年","t","40600"
"0320","被害量","140","虫害_ウンカ","50100","(全国農業地域)北海道","2019000000","2019年","t","48"
"0320","被害量","140","虫害_ウンカ","50110","(全国農業地域)都府県","2019000000","2019年","t","40600"
"0320","被害量","140","虫害_ウンカ","50120","(全国農業地域)東北","2019000000","2019年","t","160"
"0320","被害量","140","虫害_ウンカ","50130","(全国農業地域)北陸","2019000000","2019年","t","397"
"0320","被害量","140","虫害_ウンカ","50140","(全国農業地域)関東・東山","2019000000","2019年","t","1970"
"0320","被害量","140","虫害_ウンカ","50150","(全国農業地域)東海","2019000000","2019年","t","1490"
"0320","被害量","140","虫害_ウンカ","50160","(全国農業地域)近畿","2019000000","2019年","t","2530"
"0320","被害量","140","虫害_ウンカ","50170","(全国農業地域)中国","2019000000","2019年","t","5660"
"0320","被害量","140","虫害_ウンカ","50180","(全国農業地域)四国","2019000000","2019年","t","3030"
"0320","被害量","140","虫害_ウンカ","50190","(全国農業地域)九州","2019000000","2019年","t","25300"
"0320","被害量","140","虫害_ウンカ","50200","(全国農業地域)沖縄","2019000000","2019年","t","－"
"0320","被害量","140","虫害_ウンカ","01000","(都道府県)北海道","2019000000","2019年","t","48"
"0320","被害量","140","虫害_ウンカ","02000","(都道府県)青森県","2019000000","2019年","t","34"
"0320","被害量","140","虫害_ウンカ","03000","(都道府県)岩手県","2019000000","2019年","t","2"
"0320","被害量","140","虫害_ウンカ","04000","(都道府県)宮城県","2019000000","2019年","t","2"
"0320","被害量","140","虫害_ウンカ","05000","(都道府県)秋田県","2019000000","2019年","t","9"
"0320","被害量","140","虫害_ウンカ","06000","(都道府県)山形県","2019000000","2019年","t","81"
"0320","被害量","140","虫害_ウンカ","07000","(都道府県)福島県","2019000000","2019年","t","32"
"0320","被害量","140","虫害_ウンカ","08000","(都道府県)茨城県","2019000000","2019年","t","319"
"0320","被害量","140","虫害_ウンカ","09000","(都道府県)栃木県","2019000000","2019年","t","570"
"0320","被害量","140","虫害_ウンカ","10000","(都道府県)群馬県","2019000000","2019年","t","333"
"0320","被害量","140","虫害_ウンカ","11000","(都道府県)埼玉県","2019000000","2019年","t","600"
"0320","被害量","140","虫害_ウンカ","12000","(都道府県)千葉県","2019000000","2019年","t","30"
"0320","被害量","140","虫害_ウンカ","13000","(都道府県)東京都","2019000000","2019年","t","0"
"0320","被害量","140","虫害_ウンカ","14000","(都道府県)神奈川県","2019000000","2019年","t","0"
"0320","被害量","140","虫害_ウンカ","15000","(都道府県)新潟県","2019000000","2019年","t","348"
"0320","被害量","140","虫害_ウンカ","16000","(都道府県)富山県","2019000000","2019年","t","4"
"0320","被害量","140","虫害_ウンカ","17000","(都道府県)石川県","2019000000","2019年","t","20"
"0320","被害量","140","虫害_ウンカ","18000","(都道府県)福井県","2019000000","2019年","t","25"
"0320","被害量","140","虫害_ウンカ","19000","(都道府県)山梨県","2019000000","2019年","t","18"
"0320","被害量","140","虫害_ウンカ","20000","(都道府県)長野県","2019000000","2019年","t","100"
"0320","被害量","140","虫害_ウンカ","21000","(都道府県)岐阜県","2019000000","2019年","t","217"
"0320","被害量","140","虫害_ウンカ","22000","(都道府県)静岡県","2019000000","2019年","t","1020"
"0320","被害量","140","虫害_ウンカ","23000","(都道府県)愛知県","2019000000","2019年","t","140"
"0320","被害量","140","虫害_ウンカ","24000","(都道府県)三重県","2019000000","2019年","t","113"
"0320","被害量","140","虫害_ウンカ","25000","(都道府県)滋賀県","2019000000","2019年","t","984"
"0320","被害量","140","虫害_ウンカ","26000","(都道府県)京都府","2019000000","2019年","t","112"
"0320","被害量","140","虫害_ウンカ","27000","(都道府県)大阪府","2019000000","2019年","t","400"
"0320","被害量","140","虫害_ウンカ","28000","(都道府県)兵庫県","2019000000","2019年","t","456"
"0320","被害量","140","虫害_ウンカ","29000","(都道府県)奈良県","2019000000","2019年","t","180"
"0320","被害量","140","虫害_ウンカ","30000","(都道府県)和歌山県","2019000000","2019年","t","400"
"0320","被害量","140","虫害_ウンカ","31000","(都道府県)鳥取県","2019000000","2019年","t","60"
"0320","被害量","140","虫害_ウンカ","32000","(都道府県)島根県","2019000000","2019年","t","490"
"0320","被害量","140","虫害_ウンカ","33000","(都道府県)岡山県","2019000000","2019年","t","2160"
"0320","被害量","140","虫害_ウンカ","34000","(都道府県)広島県","2019000000","2019年","t","1000"
"0320","被害量","140","虫害_ウンカ","35000","(都道府県)山口県","2019000000","2019年","t","1950"
"0320","被害量","140","虫害_ウンカ","36000","(都道府県)徳島県","2019000000","2019年","t","22"
"0320","被害量","140","虫害_ウンカ","37000","(都道府県)香川県","2019000000","2019年","t","230"
"0320","被害量","140","虫害_ウンカ","38000","(都道府県)愛媛県","2019000000","2019年","t","677"
"0320","被害量","140","虫害_ウンカ","39000","(都道府県)高知県","2019000000","2019年","t","2100"
"0320","被害量","140","虫害_ウンカ","40000","(都道府県)福岡県","2019000000","2019年","t","2210"
"0320","被害量","140","虫害_ウンカ","41000","(都道府県)佐賀県","2019000000","2019年","t","6790"
"0320","被害量","140","虫害_ウンカ","42000","(都道府県)長崎県","2019000000","2019年","t","1790"
"0320","被害量","140","虫害_ウンカ","43000","(都道府県)熊本県","2019000000","2019年","t","4100"
"0320","被害量","140","虫害_ウンカ","44000","(都道府県)大分県","2019000000","2019年","t","3500"
