"cat01_code","(F002-02-2-006)全国農業地域・都道府県_ふるい目幅","cat02_code","(F002-02-1-010)被害面積及び被害量","unit","value"
"014","(都道府県)_青森","005","気象被害_日照不足_被害面積","ha","45200"
"014","(都道府県)_青森","006","気象被害_日照不足_被害量","ｔ","3000"
"014","(都道府県)_青森","007","気象被害_日照不足_被害率_実数","％","1.1"
"014","(都道府県)_青森","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.1"
"014","(都道府県)_青森","009","気象被害_高温障害_被害面積","ha","1210"
"014","(都道府県)_青森","010","気象被害_高温障害_被害量","ｔ","178"
"014","(都道府県)_青森","011","気象被害_高温障害_被害率_実数","％","0.1"
"014","(都道府県)_青森","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.9"
"014","(都道府県)_青森","013","病害_いもち病_被害面積","ha","3580"
"014","(都道府県)_青森","014","病害_いもち病_被害量","ｔ","1370"
"014","(都道府県)_青森","015","病害_いもち病_被害率_実数","％","0.5"
"014","(都道府県)_青森","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.5"
"014","(都道府県)_青森","017","虫害_ウンカ_被害面積","ha","650"
"014","(都道府県)_青森","018","虫害_ウンカ_被害量","ｔ","32"
"014","(都道府県)_青森","019","虫害_ウンカ_被害率_実数","％","0.0"
"014","(都道府県)_青森","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"014","(都道府県)_青森","021","虫害_カメムシ_被害面積","ha","5580"
"014","(都道府県)_青森","022","虫害_カメムシ_被害量","ｔ","1220"
"014","(都道府県)_青森","023","虫害_カメムシ_被害率_実数","％","0.5"
"014","(都道府県)_青森","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"015","(都道府県)_岩手","001","気象被害_冷害_被害面積","ha","316"
"015","(都道府県)_岩手","002","気象被害_冷害_被害量","ｔ","67"
"015","(都道府県)_岩手","003","気象被害_冷害_被害率_実数","％","0.0"
"015","(都道府県)_岩手","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"015","(都道府県)_岩手","005","気象被害_日照不足_被害面積","ha","50400"
"015","(都道府県)_岩手","006","気象被害_日照不足_被害量","ｔ","7610"
"015","(都道府県)_岩手","007","気象被害_日照不足_被害率_実数","％","2.8"
"015","(都道府県)_岩手","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.6"
"015","(都道府県)_岩手","009","気象被害_高温障害_被害面積","ha","4600"
"015","(都道府県)_岩手","010","気象被害_高温障害_被害量","ｔ","266"
"015","(都道府県)_岩手","011","気象被害_高温障害_被害率_実数","％","0.1"
"015","(都道府県)_岩手","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"015","(都道府県)_岩手","013","病害_いもち病_被害面積","ha","14400"
"015","(都道府県)_岩手","014","病害_いもち病_被害量","ｔ","5470"
"015","(都道府県)_岩手","015","病害_いもち病_被害率_実数","％","2.0"
"015","(都道府県)_岩手","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","1.7"
"015","(都道府県)_岩手","017","虫害_ウンカ_被害面積","ha","70"
"015","(都道府県)_岩手","018","虫害_ウンカ_被害量","ｔ","3"
"015","(都道府県)_岩手","019","虫害_ウンカ_被害率_実数","％","0.0"
"015","(都道府県)_岩手","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"015","(都道府県)_岩手","021","虫害_カメムシ_被害面積","ha","3750"
"015","(都道府県)_岩手","022","虫害_カメムシ_被害量","ｔ","650"
"015","(都道府県)_岩手","023","虫害_カメムシ_被害率_実数","％","0.2"
"015","(都道府県)_岩手","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"016","(都道府県)_宮城","001","気象被害_冷害_被害面積","ha","－"
"016","(都道府県)_宮城","002","気象被害_冷害_被害量","ｔ","－"
"016","(都道府県)_宮城","003","気象被害_冷害_被害率_実数","％","－"
"016","(都道府県)_宮城","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"016","(都道府県)_宮城","005","気象被害_日照不足_被害面積","ha","68300"
"016","(都道府県)_宮城","006","気象被害_日照不足_被害量","ｔ","14800"
"016","(都道府県)_宮城","007","気象被害_日照不足_被害率_実数","％","4.0"
"016","(都道府県)_宮城","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.2"
"016","(都道府県)_宮城","009","気象被害_高温障害_被害面積","ha","5800"
"016","(都道府県)_宮城","010","気象被害_高温障害_被害量","ｔ","238"
"016","(都道府県)_宮城","011","気象被害_高温障害_被害率_実数","％","0.1"
"016","(都道府県)_宮城","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.6"
"016","(都道府県)_宮城","013","病害_いもち病_被害面積","ha","10200"
"016","(都道府県)_宮城","014","病害_いもち病_被害量","ｔ","2450"
"016","(都道府県)_宮城","015","病害_いもち病_被害率_実数","％","0.7"
"016","(都道府県)_宮城","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"016","(都道府県)_宮城","017","虫害_ウンカ_被害面積","ha","70"
"016","(都道府県)_宮城","018","虫害_ウンカ_被害量","ｔ","2"
"016","(都道府県)_宮城","019","虫害_ウンカ_被害率_実数","％","0.0"
"016","(都道府県)_宮城","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"016","(都道府県)_宮城","021","虫害_カメムシ_被害面積","ha","5270"
"016","(都道府県)_宮城","022","虫害_カメムシ_被害量","ｔ","600"
"016","(都道府県)_宮城","023","虫害_カメムシ_被害率_実数","％","0.2"
"016","(都道府県)_宮城","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"017","(都道府県)_秋田","001","気象被害_冷害_被害面積","ha","－"
"017","(都道府県)_秋田","002","気象被害_冷害_被害量","ｔ","－"
"017","(都道府県)_秋田","003","気象被害_冷害_被害率_実数","％","－"
"017","(都道府県)_秋田","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"017","(都道府県)_秋田","005","気象被害_日照不足_被害面積","ha","87600"
"017","(都道府県)_秋田","006","気象被害_日照不足_被害量","ｔ","7550"
"017","(都道府県)_秋田","007","気象被害_日照不足_被害率_実数","％","1.5"
"017","(都道府県)_秋田","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"017","(都道府県)_秋田","009","気象被害_高温障害_被害面積","ha","13300"
"017","(都道府県)_秋田","010","気象被害_高温障害_被害量","ｔ","561"
"017","(都道府県)_秋田","011","気象被害_高温障害_被害率_実数","％","0.1"
"017","(都道府県)_秋田","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.5"
"017","(都道府県)_秋田","013","病害_いもち病_被害面積","ha","31600"
"017","(都道府県)_秋田","014","病害_いもち病_被害量","ｔ","8710"
"017","(都道府県)_秋田","015","病害_いもち病_被害率_実数","％","1.7"
"017","(都道府県)_秋田","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","1.2"
"017","(都道府県)_秋田","017","虫害_ウンカ_被害面積","ha","300"
"017","(都道府県)_秋田","018","虫害_ウンカ_被害量","ｔ","3"
"017","(都道府県)_秋田","019","虫害_ウンカ_被害率_実数","％","0.0"
"017","(都道府県)_秋田","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"017","(都道府県)_秋田","021","虫害_カメムシ_被害面積","ha","6690"
"017","(都道府県)_秋田","022","虫害_カメムシ_被害量","ｔ","340"
"017","(都道府県)_秋田","023","虫害_カメムシ_被害率_実数","％","0.1"
"017","(都道府県)_秋田","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"018","(都道府県)_山形","001","気象被害_冷害_被害面積","ha","－"
"018","(都道府県)_山形","002","気象被害_冷害_被害量","ｔ","－"
"018","(都道府県)_山形","003","気象被害_冷害_被害率_実数","％","－"
"018","(都道府県)_山形","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"018","(都道府県)_山形","005","気象被害_日照不足_被害面積","ha","64700"
"018","(都道府県)_山形","006","気象被害_日照不足_被害量","ｔ","4780"
"018","(都道府県)_山形","007","気象被害_日照不足_被害率_実数","％","1.2"
"018","(都道府県)_山形","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.2"
"018","(都道府県)_山形","009","気象被害_高温障害_被害面積","ha","44000"
"018","(都道府県)_山形","010","気象被害_高温障害_被害量","ｔ","2120"
"018","(都道府県)_山形","011","気象被害_高温障害_被害率_実数","％","0.5"
"018","(都道府県)_山形","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"018","(都道府県)_山形","013","病害_いもち病_被害面積","ha","17400"
"018","(都道府県)_山形","014","病害_いもち病_被害量","ｔ","5190"
"018","(都道府県)_山形","015","病害_いもち病_被害率_実数","％","1.3"
"018","(都道府県)_山形","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.6"
"018","(都道府県)_山形","017","虫害_ウンカ_被害面積","ha","410"
"018","(都道府県)_山形","018","虫害_ウンカ_被害量","ｔ","20"
"018","(都道府県)_山形","019","虫害_ウンカ_被害率_実数","％","0.0"
"018","(都道府県)_山形","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"018","(都道府県)_山形","021","虫害_カメムシ_被害面積","ha","5940"
"018","(都道府県)_山形","022","虫害_カメムシ_被害量","ｔ","436"
"018","(都道府県)_山形","023","虫害_カメムシ_被害率_実数","％","0.1"
"018","(都道府県)_山形","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"019","(都道府県)_福島","001","気象被害_冷害_被害面積","ha","1000"
"019","(都道府県)_福島","002","気象被害_冷害_被害量","ｔ","140"
"019","(都道府県)_福島","003","気象被害_冷害_被害率_実数","％","0.0"
"019","(都道府県)_福島","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"019","(都道府県)_福島","005","気象被害_日照不足_被害面積","ha","65300"
"019","(都道府県)_福島","006","気象被害_日照不足_被害量","ｔ","10500"
"019","(都道府県)_福島","007","気象被害_日照不足_被害率_実数","％","2.9"
"019","(都道府県)_福島","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.4"
"019","(都道府県)_福島","009","気象被害_高温障害_被害面積","ha","43200"
"019","(都道府県)_福島","010","気象被害_高温障害_被害量","ｔ","1610"
"019","(都道府県)_福島","011","気象被害_高温障害_被害率_実数","％","0.4"
"019","(都道府県)_福島","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.1"
"019","(都道府県)_福島","013","病害_いもち病_被害面積","ha","15700"
"019","(都道府県)_福島","014","病害_いもち病_被害量","ｔ","4370"
"019","(都道府県)_福島","015","病害_いもち病_被害率_実数","％","1.2"
"019","(都道府県)_福島","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","1.0"
"019","(都道府県)_福島","017","虫害_ウンカ_被害面積","ha","320"
"019","(都道府県)_福島","018","虫害_ウンカ_被害量","ｔ","26"
"019","(都道府県)_福島","019","虫害_ウンカ_被害率_実数","％","0.0"
"019","(都道府県)_福島","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"019","(都道府県)_福島","021","虫害_カメムシ_被害面積","ha","7700"
"019","(都道府県)_福島","022","虫害_カメムシ_被害量","ｔ","570"
"019","(都道府県)_福島","023","虫害_カメムシ_被害率_実数","％","0.2"
"019","(都道府県)_福島","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"020","(都道府県)_茨城","001","気象被害_冷害_被害面積","ha","－"
"020","(都道府県)_茨城","002","気象被害_冷害_被害量","ｔ","－"
"020","(都道府県)_茨城","003","気象被害_冷害_被害率_実数","％","－"
"020","(都道府県)_茨城","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"020","(都道府県)_茨城","005","気象被害_日照不足_被害面積","ha","25900"
"020","(都道府県)_茨城","006","気象被害_日照不足_被害量","ｔ","10400"
"020","(都道府県)_茨城","007","気象被害_日照不足_被害率_実数","％","2.9"
"020","(都道府県)_茨城","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-2.0"
"020","(都道府県)_茨城","009","気象被害_高温障害_被害面積","ha","13400"
"020","(都道府県)_茨城","010","気象被害_高温障害_被害量","ｔ","3130"
"020","(都道府県)_茨城","011","気象被害_高温障害_被害率_実数","％","0.9"
"020","(都道府県)_茨城","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.5"
"020","(都道府県)_茨城","013","病害_いもち病_被害面積","ha","10200"
"020","(都道府県)_茨城","014","病害_いもち病_被害量","ｔ","2850"
"020","(都道府県)_茨城","015","病害_いもち病_被害率_実数","％","0.8"
"020","(都道府県)_茨城","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"020","(都道府県)_茨城","017","虫害_ウンカ_被害面積","ha","880"
"020","(都道府県)_茨城","018","虫害_ウンカ_被害量","ｔ","230"
"020","(都道府県)_茨城","019","虫害_ウンカ_被害率_実数","％","0.1"
"020","(都道府県)_茨城","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"020","(都道府県)_茨城","021","虫害_カメムシ_被害面積","ha","8260"
"020","(都道府県)_茨城","022","虫害_カメムシ_被害量","ｔ","1720"
"020","(都道府県)_茨城","023","虫害_カメムシ_被害率_実数","％","0.5"
"020","(都道府県)_茨城","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.6"
"021","(都道府県)_栃木","001","気象被害_冷害_被害面積","ha","－"
"021","(都道府県)_栃木","002","気象被害_冷害_被害量","ｔ","－"
"021","(都道府県)_栃木","003","気象被害_冷害_被害率_実数","％","－"
"021","(都道府県)_栃木","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"021","(都道府県)_栃木","005","気象被害_日照不足_被害面積","ha","59200"
"021","(都道府県)_栃木","006","気象被害_日照不足_被害量","ｔ","12200"
"021","(都道府県)_栃木","007","気象被害_日照不足_被害率_実数","％","3.8"
"021","(都道府県)_栃木","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.1"
"021","(都道府県)_栃木","009","気象被害_高温障害_被害面積","ha","24500"
"021","(都道府県)_栃木","010","気象被害_高温障害_被害量","ｔ","950"
"021","(都道府県)_栃木","011","気象被害_高温障害_被害率_実数","％","0.3"
"021","(都道府県)_栃木","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-3.7"
"021","(都道府県)_栃木","013","病害_いもち病_被害面積","ha","19000"
"021","(都道府県)_栃木","014","病害_いもち病_被害量","ｔ","5000"
"021","(都道府県)_栃木","015","病害_いもち病_被害率_実数","％","1.6"
"021","(都道府県)_栃木","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.6"
"021","(都道府県)_栃木","017","虫害_ウンカ_被害面積","ha","2990"
"021","(都道府県)_栃木","018","虫害_ウンカ_被害量","ｔ","470"
"021","(都道府県)_栃木","019","虫害_ウンカ_被害率_実数","％","0.1"
"021","(都道府県)_栃木","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"021","(都道府県)_栃木","021","虫害_カメムシ_被害面積","ha","5500"
"021","(都道府県)_栃木","022","虫害_カメムシ_被害量","ｔ","880"
"021","(都道府県)_栃木","023","虫害_カメムシ_被害率_実数","％","0.3"
"021","(都道府県)_栃木","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"022","(都道府県)_群馬","001","気象被害_冷害_被害面積","ha","128"
"022","(都道府県)_群馬","002","気象被害_冷害_被害量","ｔ","73"
"022","(都道府県)_群馬","003","気象被害_冷害_被害率_実数","％","0.1"
"022","(都道府県)_群馬","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"022","(都道府県)_群馬","005","気象被害_日照不足_被害面積","ha","4440"
"022","(都道府県)_群馬","006","気象被害_日照不足_被害量","ｔ","2450"
"022","(都道府県)_群馬","007","気象被害_日照不足_被害率_実数","％","3.2"
"022","(都道府県)_群馬","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-2.0"
"022","(都道府県)_群馬","009","気象被害_高温障害_被害面積","ha","2710"
"022","(都道府県)_群馬","010","気象被害_高温障害_被害量","ｔ","1890"
"022","(都道府県)_群馬","011","気象被害_高温障害_被害率_実数","％","2.4"
"022","(都道府県)_群馬","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.7"
"022","(都道府県)_群馬","013","病害_いもち病_被害面積","ha","1980"
"022","(都道府県)_群馬","014","病害_いもち病_被害量","ｔ","788"
"022","(都道府県)_群馬","015","病害_いもち病_被害率_実数","％","1.0"
"022","(都道府県)_群馬","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"022","(都道府県)_群馬","017","虫害_ウンカ_被害面積","ha","1770"
"022","(都道府県)_群馬","018","虫害_ウンカ_被害量","ｔ","322"
"022","(都道府県)_群馬","019","虫害_ウンカ_被害率_実数","％","0.4"
"022","(都道府県)_群馬","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"022","(都道府県)_群馬","021","虫害_カメムシ_被害面積","ha","656"
"022","(都道府県)_群馬","022","虫害_カメムシ_被害量","ｔ","119"
"022","(都道府県)_群馬","023","虫害_カメムシ_被害率_実数","％","0.2"
"022","(都道府県)_群馬","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"023","(都道府県)_埼玉","001","気象被害_冷害_被害面積","ha","－"
"023","(都道府県)_埼玉","002","気象被害_冷害_被害量","ｔ","－"
"023","(都道府県)_埼玉","003","気象被害_冷害_被害率_実数","％","－"
"023","(都道府県)_埼玉","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"023","(都道府県)_埼玉","005","気象被害_日照不足_被害面積","ha","11300"
"023","(都道府県)_埼玉","006","気象被害_日照不足_被害量","ｔ","1070"
"023","(都道府県)_埼玉","007","気象被害_日照不足_被害率_実数","％","0.7"
"023","(都道府県)_埼玉","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.7"
"023","(都道府県)_埼玉","009","気象被害_高温障害_被害面積","ha","31400"
"023","(都道府県)_埼玉","010","気象被害_高温障害_被害量","ｔ","6320"
"023","(都道府県)_埼玉","011","気象被害_高温障害_被害率_実数","％","4.0"
"023","(都道府県)_埼玉","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"023","(都道府県)_埼玉","013","病害_いもち病_被害面積","ha","7440"
"023","(都道府県)_埼玉","014","病害_いもち病_被害量","ｔ","1570"
"023","(都道府県)_埼玉","015","病害_いもち病_被害率_実数","％","1.0"
"023","(都道府県)_埼玉","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.6"
"023","(都道府県)_埼玉","017","虫害_ウンカ_被害面積","ha","2300"
"023","(都道府県)_埼玉","018","虫害_ウンカ_被害量","ｔ","211"
"023","(都道府県)_埼玉","019","虫害_ウンカ_被害率_実数","％","0.1"
"023","(都道府県)_埼玉","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"023","(都道府県)_埼玉","021","虫害_カメムシ_被害面積","ha","2840"
"023","(都道府県)_埼玉","022","虫害_カメムシ_被害量","ｔ","181"
"023","(都道府県)_埼玉","023","虫害_カメムシ_被害率_実数","％","0.1"
"023","(都道府県)_埼玉","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"024","(都道府県)_千葉","001","気象被害_冷害_被害面積","ha","－"
"024","(都道府県)_千葉","002","気象被害_冷害_被害量","ｔ","－"
"024","(都道府県)_千葉","003","気象被害_冷害_被害率_実数","％","－"
"024","(都道府県)_千葉","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"024","(都道府県)_千葉","005","気象被害_日照不足_被害面積","ha","48000"
"024","(都道府県)_千葉","006","気象被害_日照不足_被害量","ｔ","9500"
"024","(都道府県)_千葉","007","気象被害_日照不足_被害率_実数","％","3.2"
"024","(都道府県)_千葉","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.4"
"024","(都道府県)_千葉","009","気象被害_高温障害_被害面積","ha","7500"
"024","(都道府県)_千葉","010","気象被害_高温障害_被害量","ｔ","2200"
"024","(都道府県)_千葉","011","気象被害_高温障害_被害率_実数","％","0.7"
"024","(都道府県)_千葉","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"024","(都道府県)_千葉","013","病害_いもち病_被害面積","ha","7500"
"024","(都道府県)_千葉","014","病害_いもち病_被害量","ｔ","2550"
"024","(都道府県)_千葉","015","病害_いもち病_被害率_実数","％","0.8"
"024","(都道府県)_千葉","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.5"
"024","(都道府県)_千葉","017","虫害_ウンカ_被害面積","ha","100"
"024","(都道府県)_千葉","018","虫害_ウンカ_被害量","ｔ","30"
"024","(都道府県)_千葉","019","虫害_ウンカ_被害率_実数","％","0.0"
"024","(都道府県)_千葉","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"024","(都道府県)_千葉","021","虫害_カメムシ_被害面積","ha","5800"
"024","(都道府県)_千葉","022","虫害_カメムシ_被害量","ｔ","450"
"024","(都道府県)_千葉","023","虫害_カメムシ_被害率_実数","％","0.1"
"024","(都道府県)_千葉","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"025","(都道府県)_東京","001","気象被害_冷害_被害面積","ha","－"
"025","(都道府県)_東京","002","気象被害_冷害_被害量","ｔ","－"
"025","(都道府県)_東京","003","気象被害_冷害_被害率_実数","％","－"
"025","(都道府県)_東京","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"025","(都道府県)_東京","005","気象被害_日照不足_被害面積","ha","50"
"025","(都道府県)_東京","006","気象被害_日照不足_被害量","ｔ","15"
"025","(都道府県)_東京","007","気象被害_日照不足_被害率_実数","％","2.9"
"025","(都道府県)_東京","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.7"
"025","(都道府県)_東京","009","気象被害_高温障害_被害面積","ha","－"
"025","(都道府県)_東京","010","気象被害_高温障害_被害量","ｔ","－"
"025","(都道府県)_東京","011","気象被害_高温障害_被害率_実数","％","－"
"025","(都道府県)_東京","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"025","(都道府県)_東京","013","病害_いもち病_被害面積","ha","19"
"025","(都道府県)_東京","014","病害_いもち病_被害量","ｔ","2"
"025","(都道府県)_東京","015","病害_いもち病_被害率_実数","％","0.4"
"025","(都道府県)_東京","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"025","(都道府県)_東京","017","虫害_ウンカ_被害面積","ha","3"
"025","(都道府県)_東京","018","虫害_ウンカ_被害量","ｔ","1"
"025","(都道府県)_東京","019","虫害_ウンカ_被害率_実数","％","0.2"
"025","(都道府県)_東京","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"025","(都道府県)_東京","021","虫害_カメムシ_被害面積","ha","6"
"025","(都道府県)_東京","022","虫害_カメムシ_被害量","ｔ","0"
"025","(都道府県)_東京","023","虫害_カメムシ_被害率_実数","％","0.0"
"025","(都道府県)_東京","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"026","(都道府県)_神奈川","001","気象被害_冷害_被害面積","ha","－"
"026","(都道府県)_神奈川","002","気象被害_冷害_被害量","ｔ","－"
"026","(都道府県)_神奈川","003","気象被害_冷害_被害率_実数","％","－"
"026","(都道府県)_神奈川","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","-3.6"
"026","(都道府県)_神奈川","005","気象被害_日照不足_被害面積","ha","2990"
"026","(都道府県)_神奈川","006","気象被害_日照不足_被害量","ｔ","414"
"026","(都道府県)_神奈川","007","気象被害_日照不足_被害率_実数","％","2.8"
"026","(都道府県)_神奈川","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","2.0"
"026","(都道府県)_神奈川","009","気象被害_高温障害_被害面積","ha","845"
"026","(都道府県)_神奈川","010","気象被害_高温障害_被害量","ｔ","192"
"026","(都道府県)_神奈川","011","気象被害_高温障害_被害率_実数","％","1.3"
"026","(都道府県)_神奈川","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"026","(都道府県)_神奈川","013","病害_いもち病_被害面積","ha","99"
"026","(都道府県)_神奈川","014","病害_いもち病_被害量","ｔ","6"
"026","(都道府県)_神奈川","015","病害_いもち病_被害率_実数","％","0.0"
"026","(都道府県)_神奈川","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"026","(都道府県)_神奈川","017","虫害_ウンカ_被害面積","ha","200"
"026","(都道府県)_神奈川","018","虫害_ウンカ_被害量","ｔ","70"
"026","(都道府県)_神奈川","019","虫害_ウンカ_被害率_実数","％","0.5"
"026","(都道府県)_神奈川","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.5"
"026","(都道府県)_神奈川","021","虫害_カメムシ_被害面積","ha","51"
"026","(都道府県)_神奈川","022","虫害_カメムシ_被害量","ｔ","1"
"026","(都道府県)_神奈川","023","虫害_カメムシ_被害率_実数","％","0.0"
"026","(都道府県)_神奈川","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"027","(都道府県)_新潟","001","気象被害_冷害_被害面積","ha","－"
"027","(都道府県)_新潟","002","気象被害_冷害_被害量","ｔ","－"
"027","(都道府県)_新潟","003","気象被害_冷害_被害率_実数","％","－"
"027","(都道府県)_新潟","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"027","(都道府県)_新潟","005","気象被害_日照不足_被害面積","ha","88900"
"027","(都道府県)_新潟","006","気象被害_日照不足_被害量","ｔ","9250"
"027","(都道府県)_新潟","007","気象被害_日照不足_被害率_実数","％","1.4"
"027","(都道府県)_新潟","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"027","(都道府県)_新潟","009","気象被害_高温障害_被害面積","ha","87500"
"027","(都道府県)_新潟","010","気象被害_高温障害_被害量","ｔ","3970"
"027","(都道府県)_新潟","011","気象被害_高温障害_被害率_実数","％","0.6"
"027","(都道府県)_新潟","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.9"
"027","(都道府県)_新潟","013","病害_いもち病_被害面積","ha","12300"
"027","(都道府県)_新潟","014","病害_いもち病_被害量","ｔ","1670"
"027","(都道府県)_新潟","015","病害_いもち病_被害率_実数","％","0.3"
"027","(都道府県)_新潟","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"027","(都道府県)_新潟","017","虫害_ウンカ_被害面積","ha","4100"
"027","(都道府県)_新潟","018","虫害_ウンカ_被害量","ｔ","385"
"027","(都道府県)_新潟","019","虫害_ウンカ_被害率_実数","％","0.1"
